Spanish Word,Translation,Gender,Part-of-Speech
usted,second person informal; you (singular); second person formal; you (singular),"pron [a, Colombia, chiefly Bogotá]",{noun}; {pron}
ustedes,you (plural),"pron [Latin America, Canary Islands, Western Andalusia]",{noun}
usual,usual,,{adj}
usualmente,usually,,{adv}
usuario,user,m,{noun}
usufructo,usufruct,m,{noun}
usura,usury,f,{noun}
usurero,"usurer, loan shark (someone lending money at exorbitant rates of interest)",m,{noun}
usurpación,usurpation,f,{noun}
usurpador,usurper,m,{noun}
usurpar,To usurp,,{vt}
Utah,Utah,,{prop}
utensilio,utensil; tool; implement,m,{noun}
uterino,uterine,,{adj}
utilidad,profits; utility,f,{noun}
utilitario,utilitarian,,{adj}
utilizable,usable,,{adj}
utilización,utilization; use,f,{noun}
utilizar,to use; to make use of; to utilize,,{vt}
utilizarse,To utilize,,{vr}
utopía,utopia,f,{noun}
utopia,alternative form of utopía,f,{noun}
utópico,utopian,,{adj}
Utrecht,"Utrecht, a city in the Netherlands; Utrecht, a province of the Netherlands",,{prop}
uva,grape,f,{noun}
uve,Name of the letter V in Spain. (To differentiate from the letter B which has same phoneme),f,{noun}
uve doble,Name of the letter w,f,{noun}
uy,alternative spelling of huy,,{interj}
Uzbekistán,Uzbekistan (Republic of Uzbekistan),,{prop}
uzbeko,Uzbek; Uzbek (person),,{adj}; {noun}
úvula,uvula,f [anatomy],{noun}
v,The twenty-third (23rd) letter of the Spanish alphabet,,{letter}
V,The 23rd letter of the Spanish alphabet,,{letter}
vía,"method; road; track, railroad track; way; via",f,{noun}; {prep}
vaca,cow,f,{noun}
vacación,"vacation, holiday",f,{noun}
vacacionar,to go on vacation,,{vi}
vacacionista,vacationer,mf,{noun}
vacante,vacant; empty; vacancy; opening (as for a job),,{adj}; {noun}
vacarí,covered in cow hide or leather,,{adj}
vaca sagrada,sacred cow,f,{noun}
vaciar,to empty,,{v}
vacilación,"vacillation, perplexity, unresolve",f,{noun}
vacilar,"to spy on; to enjoy (colloquial, Colombia, Costa Rica, Cuba, and Guatemala); to hesitate, waver",,{v} [colloquial]; {v}; {v}
vacío,empty; vacant; empty space; gap; vacuum; void,,{adj}; {noun}; {noun}; {noun}
vía crucis,Way of the Cross; Via Crucis,m,{noun}
vacuamente,emptily,,{adv}
vacuidad,vacuousness,f,{noun}
vacuna,vaccine,f,{noun}
vacunación,vaccination; inoculation,f,{noun}
vacunar,to vaccinate,,{v}
vacuno,bovine; bovine,,{adj}; {noun}
vacuo,"empty; vacant; empty space, gap",,{adj} [dated]; {noun}
vacuola,vacuole,f,{noun}
vadear,to ford; to wade across,,{v}
vado,ford,m,{noun}
vagabunda,feminine form of vagabundo,f,{noun}
vagabundear,to wander,,{v}
vagabundo,roaming; stray; vagabond; vagrant,,{adj}; {noun}; {noun}
vagamente,vaguely,,{adv}
vagancia,laziness; vagrancy,f,{noun}
vagar,"to roam, to wander",,{v}
vagina,vagina,f,{noun}
vaginal,vaginal,,{adj}
vaginalmente,vaginally,,{adv}
vaginoplastia,vaginoplasty,f [surgery],{noun}
vagón,train car,m,{noun}
vago,lazy; vague; vagabond; wanderer,,{adj}; {noun}; {noun}
vaguear,to lounge; to wander,,{v}
vaguedad,vagueness,f,{noun}
vahído,dizziness; dizzy spell; short blackout,m,{noun}
vaho,breath; vapor,m,{noun}
vaina,"case, casing; hickey; thing, gadget; pod; green bean; scabbard, sheath; worthless person","f; f [Colombia, Peru, Venezuela, colloquial]; f [Colombia, Peru, Venezuela, Dominican Republic, colloquial]; f; f [regional]; f; f [slang]",{noun}
vainica,green pea; hemstitch,f,{noun}
vainilla,vanilla (plant or fruit),f,{noun}
vainita,"diminutive form of vaina, small green bean",f,{noun}
vaivén,fluctuation; swaying; rocking,m,{noun}
vajilla,"dishes, dishware",f,{noun}
vajillas,a set of dishes,fp,{noun}
val,apocopic form of valle valley,m,{noun}
valía,worth,f,{noun}
vale,okay; voucher; IOU,,{interj} [only Spain]; {noun}
valedero,"valid (well grounded or justifiable, pertinent)",,{adj}
Valencia,The letter V in the Spanish phonetic alphabet; Valencia,,{prop}
valenciano,Valencian; Valencian; Valencian (dialect of Catalan),,{adj}; {noun}; {prop}
valentía,courage,f,{noun}
Valentina,"female given name, feminine form of Valentín",,{prop}
Valentín,"male given name, cognate to English Valentine",,{prop}
valer,To be worth,,{v}
valerato,valerate,m [organic compound],{noun}
valeroso,brave,,{adj}
valerse,to make use of,,{v}
valet,a jack in a deck of cards,m [card games],{noun}
validación,validation,f,{noun}
validar,to validate,,{v}
validez,validity,f,{noun}
valido,"past participle of valer; valued; valued; favored; believed; a valued, favored, trusted or believed person",,{adj}; {noun}
valiente,"valiant, brave, courageous",,{adj}
valientemente,valiantly,,{adv}
valija,valise,f,{noun}
valina,valine,f [amino acid],{noun}
valioso,valuable,,{adj}
valkiria,alternative spelling of valquiria,f,{noun}
valla,barricade; fence; hurdle; obstacle,f,{noun}
vallar,"to fence in, enclose",,{v}
valle,valley,m,{noun}
vallecano,"From or of Vallecas, a neighbourhood of Madrid; From or of Valle, a department of Honduras",,{adj}
Valle de los Reyes,Valley of the Kings,,{prop}
vallenato,vallenato,m [music],{noun}
valor,A value (numerical); courage; worth,m,{noun}
valoración,valuation; appraisal,f,{noun}
valorar,to appraise,,{v}
valor característico,eigenvalue,m [linear algebra],{noun}
valorizar,"to give or add value to; to value, to appraise",,{vt}
valor nominal,"face value, nominal value",m,{noun}
valor preestablicido,"A default, preset value",m,{noun}
valor propio,eigenvalue,m [linear algebra],{noun}
valproato,valproate,m [organic compound],{noun}
valproico,valproic,,{adj}
valquiria,Valkyrie,f,{noun}
valérico,valeric,,{adj}
vals,waltz,m,{noun}
valsar,to waltz,,{v}
valse,waltz,m,{noun}
valtar,"knock down; fall, fall down",,{v}; {vr}
valuar,to value,,{v}
valvular,valvular (of or relating to valves),,{adj}
vampira,A female vampire,f,{noun}
vampiresa,vampiress,f,{noun}
vampirito,diminutive form of vampiro,m,{noun}
vampiro,vampire,m,{noun}
vanadio,vanadium,m,{noun}
vanagloria,"boastfulness, vainglory",f,{noun}
vanagloriar,to boast,,{v}
vanamente,vainly,,{adv}
vandalismo,vandalism,m,{noun}
vandalizar,to vandalize,,{v}
vandálico,vandalic,,{adj}
Vane,"female given name, nickname of Vanessa",,{prop}
Vanesa,female given name,,{prop}
vanguardia,avantgarde; vanguard,f,{noun}
vanguardista,avant-garde; a member a the avant-garde,,{adj}; {noun}
vanidad,nonsense; pomp; vanity,m,{noun}
vanidoso,vain,,{adj}
vanilina,vanillin,f [organic compound],{noun}
vano,vain,,{adj}
Vanuatu,Vanuatu,,{prop}
vanuatuense,Vanuatuan; Vanuatuan,,{adj}; {noun}
vapor,"steam, vapor (water vapor)",m,{noun}
vaporizador,vaporizer,m,{noun}
vaporizar,to vaporize,,{vt}
vaporoso,airy; vaporous,,{adj}
vapulear,to thrash,,{v}
vaquera,cowgirl,f,{noun}
vaquero,cowboy; cowboy,,{adj}; {noun}
vaqueros,jeans; plural form of vaquero (cowboy),mp,{noun}
vaquilla,heifer,f,{noun}
vara,"a long and thin stick, pole or rod; a staff of office; (obsolete) A unit of length, about 0.836 metre. Half a braza; thin branch or cane (of a tree or bush)",f,{noun}
varado,beached; stranded,,{adj}
vara mágica,a magic wand,f,{noun}
varar,to beach; to run aground,,{v}
Vargas,Spanish surname,,{prop}
variable,variable; variable,,{adj}; {noun}
variablemente,variably,,{adv}
variación,variation,f,{noun}
variado,diverse,,{adj}
variante,variant,f,{noun}
varianza,variance,f,{noun}
variar,"to alter, vary, change",,{v}
varicela,chicken pox,f [pathology],{noun}
varices,varicose veins,fp,{noun}
varicoso,varicose,,{adj}
variedad,breed; variety,f,{noun}
varilla,spoke,f,{noun}
vario,varied; various,,{adj}
varios,"various, several",,{adj}
varita,wand,f,{noun}
varón,person of male sex,m,{noun}
varonil,masculine,,{adj}
Varsovia,Warsaw (Capital city of Poland),,{prop}
varsoviano,Varsovian; Varsovian,,{adj}; {noun}
vasallage,alternative spelling of vasallaje; vassalage,m,{noun}
vasallaje,vassalage,m,{noun}
vasallo,vassal,m,{noun}
vasca,(female) Basque person,f,{noun}
vascón,Vascon; Vascon,,{adj}; {noun}
vasco,Basque; a Basque person; the Basque language,,{adj}; {noun}; {prop}
vascohablante,Basque-speaking; Basque speaker,,{adj}; {noun}
vascuence,of the Basque language; the Basque language,,{adj}; {noun}
vascular,vascular,,{adj}
vasectomía,vasectomy,f [surgery],{noun}
vasija,vessel,f,{noun}
vasito,(small) glass,m,{noun}
vaso,drinking glass; glassful; vessel (container); vessel (craft); vessel (tube or canal that carries fluid in an animal or plant),m,{noun}
vasoactivo,vasoactive,,{adj}
vaso de precipitados,"Any kind of beaker, or similar glass container used in a chemical laboratory",m,{noun}
vasovasostomía,vasovasostomy,f [surgery],{noun}
vastedad,"extension, width; vastness, broadness",f,{noun}
vasto,vast,,{adj}
vasto externo,"vastus lateralis, vastus externus",m,{noun}
vasto interno,vastus medialis,m,{noun}
vastísimo,superlative form of vasto,,{adj}
vataje,wattage,m,{noun}
vaticana,feminine form of vaticano,f,{noun}
vaticano,Vatican (relating to the Vatican city state); A Vaticanian (someone from the Vatican city state),,{adj}; {noun}
Vaticano,Vatican (pertaining to the Pope or the Holy See); Vatican (pertaining to the Vatican); the Vatican,,{adj}; {prop}
vaticinar,"to predict, to vaticinate",,{v}
vaticinio,prediction,m,{noun}
vatio,watt,m,{noun}
vato,Hispanic youth; guy; dude,"m [Chicano, slang]",{noun}
vav,vav; the Hebrew letter ו,f,{noun}
vaya con Dios,Godspeed,,{phrase}
víbora,"snake; malicious person, snake in the grass; viper, adder","f [colloquial, Mexico]; f; f",{noun}
VC,Veracruz (Mexican state),,{abbr}
víctima,victim,f,{noun}
Vd.,Abbreviated form of usted.,,{abbr}
vídeo,video,m,{noun}
Vds.,"you (plural, formal)",,{abbr}
ve,Name of the letter v,f,{noun}
vecina,(female) neighbour,f,{noun}
vecinal,neighbour; local; neighbourly,,{adj} [attributive]; {adj}; {adj}
vecindad,neighborhood; vicinity,f,{noun}
vecindario,neighbourhood,m,{noun}
vecino,"neighboring; neighbour; (obsolete) freeman, person of relatively high status associated with a place",,{adj}; {noun}; {noun}
vector,vector,m,{noun}
vectorial,vectorial,adj [mathematics],{noun}
vector propio,eigenvector,m [linear algebra],{noun}
vector unitario,unit vector,m [linear algebra],{noun}
veda,closed season; prohibition,f [hunting]; f,{noun}
vedar,"to ban, prohibit",,{v}
ve de vaca,"The letter V, so called to distinguish it from be de burro, the letter B",,{letter}
ve doble,Name of the letter w,f,{noun}
veedor,"looking, observing; guard; overman; overseer",,{adj}; {noun}; {noun}; {noun}
vega,alluvial plain; fertile lowland; grassy plain; meadow; valley (the fertile lowlands surrounding a river),f,{noun}
Vega,Spanish surname derived from vega,,{prop}
vegan,A vegan or vegano,,{n}
veganismo,veganism,m,{noun}
vegano,vegan (from Las Vegas); vegan (relating to vegans or veganism); vegan (someone from Las Vegas); vegan (supporter of veganism),,{adj}; {noun}; {noun}
vegetación,vegetation,f,{noun}
vegetaciones,adenoids,fp,{noun}
vegetal,vegetal; vegetable,,{adj}; {noun}
vegetar,to vegetate,,{v}
vegetariano,vegetarian; vegetarian,,{adj}; {noun}
vehículo,vehicle,m,{noun}
vehemencia,"vehemence, zeal",f,{noun}
vehemente,vehement,,{adj}
vehementemente,vehemently,,{adv}
veinte,twenty,cardinal num [cardinal],{noun}
veinteavo,twentieth (portion of a whole); twentieth (portion of a whole),,{adj}; {noun}
veintena,Set of twenty units,f,{noun}
veinteno,twentieth,,{adj}
veintetantos,twentysomething,,{v}
veinticinco,twenty-five,num,{noun}
veinticuatro,twenty-four,num,{noun}
veintidós,twenty-two,num,{noun}
veintiún,apocopic form of veintiuno twenty-one,num [before the noun],{noun}
veintinueve,twenty-nine,num,{noun}
veintiocho,twenty-eight,num,{noun}
veintisiete,twenty-seven,num,{noun}
veintiséis,twenty-six,num,{noun}
veintitantos,twentysomething,cardinal num,{noun}
veintitrés,twenty-three,num,{noun}
veintiuno,twenty-one,num [cardinal],{noun}
vejación,bullying; harassing,f,{noun}
vejado,vexed,,{adj}
vejar,to harass,,{v}
vejatorio,vexatious,,{adj}
vejez,old age,f,{noun}
vejiga,bladder,f,{noun}
vejiga de perro,bladder cherry,f,{noun}
vela,"candle; sail; sailing; wakefulness, sleeplessness",f; f [nautical]; f [nautical]; f,{noun}
velada,soirée,f,{noun}
velador,candlestick; nightstand,m; m [Chile],{noun}
vela güira,An opportunist; one who takes an advantage over others,"f [slang, Puerto Rico, pejorative]",{noun}
vela latina,lateen (sail),f [nautical],{noun}
velar,"velar; to be vigilant; to watch, to guard",,{adj}; {v}; {v}
velarte,"broadcloth, fine cloth",m,{noun}
Velasco,Spanish surname,,{prop}
velatorio,wake (for the dead),m,{noun}
veleidad,"caprice, whimsy; fickleness",f,{noun}
veleidoso,fickle,,{adj}
veleño,alternative spelling of beleño,m [obsolete],{noun}
velero,sailboat,m,{noun}
veleta,weather vane,f,{noun}
vellón,fleece,m,{noun}
vello,"body hair, androgenic hair, vellus hair",m,{noun}
vello androgénico,"body hair, androgenic hair",m,{noun}
vello corporal,body hair,m,{noun}
vello púbico,pubic hair,m,{noun}
vellosidad,hairiness,f,{noun}
velloso,fluffy; hairy,,{adj}
velluda,"Hairy woman. Usually referring to excess of arm, chest, or pubic hair (not head hair)",f,{noun}
velludo,"hairy-bodied; felt, velvet",,{adj}; {noun}
velo,veil,m,{noun}
velocidad,gear; velocity; speed,f [automotive]; f [physics]; f,{noun}
velocidad del sonido,speed of sound,f,{noun}
velocirráptor,velociraptor,m,{noun}
velocista,sprinter,mf,{noun}
velocímetro,speedometer,m,{noun}
velocípedo,velocipede,m,{noun}
velorio,wake (for the dead),m,{noun}
veloz,"fast, quick, speedy",,{adj}
vena,vein,f,{noun}
venado,"cuckold, deceived husband or partner; deer; venison",m [colloquial]; m; m,{noun}
vencedor,conquering; conquerer,,{adj}; {noun}
vencedora,(female) conquerer,f,{noun}
vencer,"to expire; to defeat, to win, to conquer",,{vr}; {v}
venceremos,"(Politics) We shall win, as a slogan",,{interj}
vencido,"defeated, beaten; expired",,{adj}
venda,"bandage; Feminine of vendo, Wend woman (Slavic people)",f; f [ethnics],{noun}
vendaje,"bandage, dressing (for a wound or injury)",m,{noun}
vendar,to bandage; to blindfold,,{v}
vendaval,windstorm,m,{noun}
vendedor,salesman,m,{noun}
vendedora,saleswoman,f,{noun}
vender,to sell,,{vt}
vender la piel del oso antes de cazarlo,to count one's chickens before they hatch,v [idiomatic],{noun}
venderse,reflexive form of vender To sell for; to fetch,,{vr}
vendimia,vintage (yield of grapes during one season),f,{noun}
vendo,Wend (Slavic people and its language),m,{noun}
Venecia,Venice,,{prop}
veneno,poison; venom,m,{noun}
venenoso,"venomous, poisonous, toxic",,{adj}
venera,A shell of a scallop,f,{noun}
venerabilidad,venerability,f,{noun}
venerablemente,venerably,,{adv}
venerar,to venerate,,{v}
venezolano,Venezuelan; a Venezuelan person; the currency of Venezuela; venezolano,,{adj}; {noun}; {noun}
Venezuela,Venezuela,,{prop}
vengador,avenger,m,{noun}
vengadora,avenger,f,{noun}
venganza,vengeance,f,{noun}
vengar,to take revenge,,{v}
vengativo,vengeful (wanting vengeance),,{adj}
venia,"consent, permission; forgiveness; salute","f; f [Latin America, military]",{noun}
venida,"arrival, return; comming",f,{noun}
venidero,"future, forthcoming, upcoming",,{adj}
venir,to come,,{v}
venlafaxina,venlafaxine,f [pharmaceutical drug],{noun}
venoso,venous,,{adj}
venéreo,venereal,,{adj}
venta,sale,f,{noun}
venta al por mayor,wholesale (business),f,{noun}
ventaja,advantage; benefit,f,{noun}
ventajismo,"nerve, gall",m,{noun}
ventajosamente,"advantageously, profitably, favorably",,{adv}
ventajoso,"advantageous, profitable, favorable",,{adj}
ventana,a small gap or opening; nostril; window,f,{noun}
ventanal,"augmentative form of ventana, large window",m,{noun}
ventanilla,small window; ticket window,f,{noun}
ventar,"to blow; to sniff, to scent",,{vi}; {vt}
ventilación,ventilation,f,{noun}
ventilador,"fan, ventilator",m,{noun}
ventilar,to ventilate,,{v}
ventisca,"blizzard, snowstorm; storm (strong wind)",f,{noun}
ventisquero,storm (strong wind),m,{noun}
ventolera,"gale, strong blast of wind; pinwheel",f,{noun}
ventosamente,"windily, breezily",,{adv}
ventosear,to fart (break wind),,{v}
ventoso,"windy, breezy",,{adj} [weather]
ventrículo,ventricle,m,{noun}
ventricular,ventricular,,{adj}
ventrílocuo,ventriloquist,m,{noun}
venturina,aventurine,f,{noun}
Venus,Venus,,{prop}
ver,to see,,{v}
veracidad,veracity,f,{noun}
Veracruz,A state of Mexico,,{prop}
veracruzano,Of or pertaining to the Mexican state of Veracruz,,{adj}
veranear,to summer; to spend a summer at,,{v}
veraniego,pertaining to the summer; trivial,,{adj}
verano,summer,m,{noun}
veras,"truth, reality (unusual)",fp,{noun}
veraz,"truthful, veracious",,{adj}
verbal,verbal; verbal,,{adj}; {noun}
verbalista,"verbal, verbalistic; verbose; verbalist",,{adj}; {noun}
verbalmente,verbally,,{adv}
verbena,verbena,f,{noun}
verbena de Indias,"lemon verbena (shrub, Aloysia triphylla)",f,{noun}
verbigracia,"for instance, for example; example",,{adv}; {noun}
verbo,verb,m [grammar],{noun}
verbo intransitivo,intransitive verb,m [grammar],{noun}
verbo irregular,irregular verb,m,{noun}
verbo reflexivo,reflexive verb,m [grammar],{noun}
verborrea,verbiage,f [colloquial],{noun}
verbo transitivo,transitive verb,m [grammar],{noun}
ver con buenos ojos,to look favourably on,v [idiomatic],{noun}
verdad,truth,f,{noun}
verdaderamente,truthfully,,{adv}
verdadero,honest; true; real; a person who tells the truth,,{adj}; {noun}
verde,"dirty, coarse; green (eco-friendly); green in colour; inexperienced; naïve; risqué, naughty; unripe; unwell; sick; The colour green",,{adj}; {noun}
