Spanish Word,Translation,Prevalence,Gender,Part-of-Speech
proveedrores,suppliers,0.13,,PROPN
proveer,"to provide, provide",0.83,,VERB
proveerle,"provide you, provide you with",0.13,,VERB
proveerse,"stock up, provide",0.13,,VERB
proveerte,"provide you, provide you with, to provide",0.46,,VERB
provehedor,"provider, supplier",0.13,M,NOUN
proveherse,"source, provide",0.13,,VERB
provenido,"from, stemmed",0.13,,ADJ
proveniente,"from, coming from",0.9,,ADV
provenir,"stem, from",0.81,,VERB
provenza,provence,0.46,F,NOUN
proverbio,proverb,0.79,,ADJ
providencia,"providence, judgment",0.87,,PROPN
providencialismo,providentialism,0.13,M,NOUN
providente,provident,0.13,,ADV
provider,"provider, behavior",0.46,,VERB
provincia,province,0.95,F,NOUN
provinciana,provincial,0.13,F,NOUN
provinciano,provincial,0.13,,ADJ
provisionalidad,"provisionality, temporariness",0.13,F,NOUN
provisionalmente,provisionally,0.67,,ADV
provisión,provision,0.81,F,NOUN
provisoriamente,provisionally,0.13,,ADV
provisorio,provisional,0.13,,ADJ
provisors,"provisors, providers",0.13,,PROPN
provisto,"provided, to provide",0.76,,ADJ
provocación,provocation,0.84,F,NOUN
provocado,"caused, arson attack, triggered",0.94,,ADJ
provocador,provocative,0.67,M,NOUN
provocamur,"provokemur, provocamur",0.13,,PROPN
provocar,"cause, to provoke, to cause",0.95,,VERB
provocarle,"provoke him, to, to cause",0.57,,VERB
provocarles,"provoke them, to cause",0.46,,VERB
provocarlo,"provoke it, to cause",0.48,,VERB
provocarnos,provoke us,0.13,,VERB
provocativo,provocative,0.57,,ADJ
provocándolo,"triggering it, provoking it",0.13,,VERB
provotector,"protector, provotector",0.13,,ADJ
proxi,"proxi, proxy",0.13,F,NOUN
proxies,"proxy, next, proxies",0.76,M,NOUN
proximamente,"soon, coming soon",0.63,,ADV
proximidad,"closeness, exposure, proximity",0.88,F,NOUN
proxy,"kids, proxy",0.73,M,NOUN
proxys,"praxis, proxys, proxies",0.46,M,NOUN
proyeccción,projection,0.13,F,NOUN
proyección,"projection, showing",0.93,F,NOUN
proyectado,"to plan, projected",0.92,,ADJ
proyectar,"to plan, to project, plant, project",0.87,,VERB
proyectarla,"project it, to plan",0.46,,VERB
proyectarse,"to plan, project",0.63,,VERB
proyectazo,"projected, project",0.13,,ADJ
proyectil,projectile,0.67,F,NOUN
proyectista,"designer, planner",0.57,F,NOUN
proyecto,"plan, project",0.98,M,NOUN
proyector,projector,0.46,M,NOUN
proyecté,projected,0.13,,PROPN
prozac,"to prove, prozac",0.68,,PROPN
prpi,"prpi, wee",0.7,,PROPN
prto,"soon, prto",0.13,,ADJ
prudencia,"prudence, care, caution",0.91,F,NOUN
prudentemente,prudently,0.7,,ADV
prudenter,"prudent, prudenter",0.46,,VERB
prudentis,prudentis,0.13,,DET
prudentísima,"very prudent, most prudent",0.13,,PROPN
prudenza,"prudence, prudenza",0.13,F,NOUN
prueba,"test, evidence",0.98,F,NOUN
prummmmbbb,prummmmbbb,0.13,,ADJ
prusia,prussia,0.75,,PROPN
prusiano,"Prussian, prussian",0.67,M,NOUN
pruébame,"taste me, try me, to prove",0.46,,INTJ
pruébatelo,"try it on, to prove",0.46,M,NOUN
pryor,pryor,0.13,M,NOUN
prácrito,"practice, to ban, prakrit",0.57,,ADJ
práctca,practice,0.13,,PROPN
prácticamente,practically,0.98,,ADV
prácticametne,practically,0.13,M,NOUN
prácticar,practice,0.13,,VERB
práctico,"practical, useful",0.94,,ADJ
prémium,premium,0.63,,PROPN
préstame,"to lend, lend me",0.57,M,NOUN
préstamo,"loan, lending",0.89,M,NOUN
préstemelos,lend them to me,0.13,,VERB
prímula,primula,0.13,F,NOUN
príncipe,"prince, edition, the prince",0.97,M,NOUN
prístina,pristine,0.13,F,NOUN
prócer,hero,0.46,,VERB
pródigamente,"prodigiously, lavishly, generously",0.46,,ADV
pródigo,"prodigal, extravagant",0.63,,PROPN
prófuga,fugitive,0.13,,PROPN
prófugo,fugitive,0.73,,PROPN
prólgo,prologue,0.13,,PROPN
prólogo,"prologue, prolog, foreword",0.86,M,NOUN
prórroga,extension,0.74,F,NOUN
próspera,"to prosper, prosperous, social class., thriving",0.78,F,NOUN
próspero,"future, prosperous",0.8,,ADJ
próstata,prostate,0.74,,NUM
próximamente,"soon, coming soon",0.84,,ADV
próximo,"upcoming, next",0.99,,ADJ
prāsaṅgika,prāsaṅgika,0.63,,PROPN
ps,"ps, ¿qué significa, $",0.89,,AUX
psa,"mm, psa",0.63,,PROPN
psajero,"psajero, passenger",0.13,M,NOUN
psalm,psalm,0.13,,PROPN
psd,psd,0.13,,PROPN
psdt,psdt,0.13,,VERB
pse,pse,0.13,,PROPN
pseudo,"FALSE, pseudo",0.79,,ADJ
pseudoabogado,"pseudo-lawyer, pseudo lawyer",0.13,,ADJ
pseudocantante,"pseudosinger, pseudo-singer",0.13,F,NOUN
pseudociencia,"seudociencia, pseudoscience",0.46,F,NOUN
pseudocientifico,pseudoscientific,0.13,,ADJ
pseudodemocracia,"pseudodemocracy, pseudo democracy",0.13,F,NOUN
pseudodivinización,pseudodivinization,0.13,F,NOUN
pseudoteología,"pseudo-theology, pseudotheology",0.13,F,NOUN
psg,"psg, mm",0.46,,PROPN
psh,psh,0.13,F,NOUN
psicoanalítico,psychoanalytic,0.75,,ADJ
psicobiología,"psychobiology, agrobiology",0.63,F,NOUN
psicodiagnóstico,"psychodiagnostic, psychodiagnosis",0.13,M,NOUN
psicodinámica,"psychodynamic, psychodynamics",0.46,F,NOUN
psicoeducativo,psychoeducational,0.13,,ADJ
psicofarmacología,psychopharmacology,0.13,F,NOUN
psicofisiología,"neurophysiology, psychophysiology",0.57,F,NOUN
psicofísico,psychophysical,0.13,,ADJ
psicohistoria,psychohistory,0.13,F,NOUN
psicoimágenes,"psychoimages, psychoimagery",0.13,,PROPN
psicolo,psycholo,0.13,M,NOUN
psicologa,psychologist,0.13,F,NOUN
psicologia,psychology,0.88,F,NOUN
psicologici,"psychologici, psychological",0.13,,ADJ
psicologico,psychological,0.13,,ADJ
psicologismo,"psychologism, psychological",0.63,M,NOUN
psicologista,psychologist,0.13,F,NOUN
psicologo,psychologist,0.57,M,NOUN
psicología,psychology,0.99,F,NOUN
psicologíca,"psychology, psychological",0.13,M,NOUN
psicológicamente,"psychologically, psychologically?",0.86,,ADV
psicológico,psychological,0.96,,ADJ
psicomotricidad,"motor functions, psychomotor skills, psychomotricity",0.46,F,NOUN
psicomotrocidad,"psychomotor, psychomotrocity",0.13,F,NOUN
psicomáter,psychomatter,0.13,,VERB
psicopatología,"pathopsychology, mental pathology, psychopathology",0.85,F,NOUN
psicosociología,psychosociology,0.13,F,NOUN
psicosoma,"psychosoma, psychosome",0.13,F,NOUN
psicotecnología,"agrotechnology, psychotechnology",0.46,F,NOUN
psicoterapeuta,psychotherapist,0.84,,PROPN
psicoterapia,psychotherapy,0.95,F,NOUN
psicoterapéutico,psychotherapeutic,0.13,,ADJ
psicotécnico,"psychotechnical, aptitude test",0.46,,ADJ
psicóloga,psychologist,0.82,F,NOUN
psicólogo,psychologist,0.94,M,NOUN
psicólogosprocurar,"psychologistsprocure, psychologists to seek",0.13,,VERB
psicópata,psychopath,0.83,F,NOUN
psicótico,psychotic,0.13,,ADJ
psilocibina,psilocybin,0.13,F,NOUN
psique,psyche,0.94,F,NOUN
psiquiatra,psychiatrist,0.9,F,NOUN
psiquiatría,psychiatry,0.88,F,NOUN
psiquismo,psychism,0.13,M,NOUN
psiquiátrico,psychiatric,0.82,,ADJ
psoe,psoe,0.95,,PROPN
psr,psr,0.13,,PRON
pst,pst,0.13,M,NOUN
psychoterapie,psychotherapy,0.13,M,NOUN
psyché,psyché,0.12,,PROPN
psykhé,"psykhé, psyche",0.46,,PROPN
psíquicamente,"psychic, psychically",0.46,,ADV
psíquico,psychic,0.9,,ADJ
pt,pt,0.74,,SPACE
ptogr,"ptogr, ptgr",0.12,,VERB
ptolemaico,"Ptolemaic, ptolemaic",0.46,,ADJ
ptolomeo,"ptolomeo, ptolemy",0.75,,PROPN
ptt,"ppt, ptt",0.12,,SPACE
pu,pu,0.74,,ADP
puaj,"yuck, ugh",0.7,,PROPN
pub,pub,0.67,M,NOUN
pubertad,puberty,0.46,F,NOUN
pubiano,pubic,0.12,,ADJ
pubicar,"post, publish",0.12,,VERB
publicacion,publication,0.63,,PROPN
publicación,publication,0.98,F,NOUN
publicadio,publicadio,0.12,,PROPN
publicado,"to publish, published",0.97,,ADJ
publicador,publisher,0.12,,ADJ
publicamente,publicly,0.46,,ADV
publicar,"to publish, to post, publish, publishing",0.96,,VERB
publicarla,publish it,0.57,,VERB
publicarlas,publish them,0.12,,VERB
publicarlo,"post it, publish it",0.81,,VERB
publicarlos,"post them, publish them",0.63,,VERB
publicarse,be published,0.7,,VERB
publiciatariamente,advertising,0.12,F,NOUN
publicidad,"disclosure, advertising, publicity, publication",0.99,F,NOUN
publicista,"publicist, advertising executive",0.46,F,NOUN
publicitado,"to advertise, advertised",0.46,,ADJ
publicitar,"to advertise, advertise",0.7,,VERB
publicitario,advertising,0.92,,ADJ
publicitarlo,advertise it,0.12,,VERB
publicitarme,"advertise me, advertise myself",0.12,,VERB
publicitarse,"advertising, advertise",0.67,,VERB
publico,public,0.93,,ADJ
publicorum,publicorum,0.12,,PROPN
publicándolos,"posting them, by posting them on",0.12,,VERB
publio,"publio, public",0.46,,PROPN
publireportaje,"advertorial, infomercial",0.46,M,NOUN
puccini,puccini,0.12,,PROPN
pucherazo,"pout, pucherazo",0.12,M,NOUN
puden,"can, pudding, puden",0.46,,AUX
pudes,"you can, you could",0.12,,AUX
pudiente,wealthy,0.46,,AUX
pudiera,"could, might",0.98,,AUX
pudierais,"could you, you could",0.12,,AUX
pudieran,"be, could",0.96,,AUX
pudiere,"could, may",0.12,,AUX
pudieren,could,0.12,,AUX
pudieron,"they could, could",0.96,,AUX
pudiese,could,0.93,,AUX
pudieseis,you could,0.12,,AUX
pudiesen,could,0.87,,AUX
pudimos,"we could, pudiamos",0.89,,AUX
pudines,puddings,0.12,,AUX
pudiéndola,"which can be found at, being able to",0.12,,DET
pudo,could,0.99,,AUX
pudrirse,"to rot, rot",0.12,,VERB
pudín,pudding,0.79,M,NOUN
pue,"can, pue, puebla",0.78,,SPACE
pueble,"village, town",0.12,M,NOUN
pueblecito,"little town, small town",0.56,,PROPN
pueblerina,small-town,0.12,,PROPN
pueblerino,"small-town, village",0.12,M,NOUN
pueblo,"village, town",1.0,M,NOUN
pueda,"is able, can",0.99,,AUX
puedan,"can, may, they can",0.98,,AUX
puedas,"can, you can",0.97,,AUX
puede,"can, may, you can, able to",1.0,,AUX
pueden,"can, may, possible",1.0,,AUX
puedes,"can, you can, you may",0.99,,AUX
puedesenviar,you can send,0.12,,VERB
puedesevitar,you can avoid,0.12,,VERB
puediera,"can, could",0.12,,AUX
puedn,can,0.12,,AUX
puedo,"may l, i can, I can",0.99,,AUX
puello,puello,0.12,M,NOUN
puente,bridge,0.96,M,NOUN
puenteclown,"bridgeclown, puenteclown",0.63,,PROPN
pueod,"can i, can be found at",0.12,,ADJ
puerco,"pork, dirty, pig",0.63,,ADJ
puertecita,little door,0.12,F,NOUN
puertita,little door,0.12,F,NOUN
puerto,"harbour, port",0.96,M,NOUN
puertollano,puertollano,0.46,,PROPN
puertorriqueño,"puerto rican, Puerto Rican",0.56,,ADJ
pues,"well, for",1.0,,SCONJ
puestu,"well you, puestu",0.46,,PROPN
pueta,"door, bitch, gate",0.48,F,NOUN
puf,"hassock, bean bag, pouf",0.67,M,NOUN
puffff,"puffff, ugh",0.46,,INTJ
puga,"puga, payment",0.56,,PROPN
pugna,"conflict, struggle",0.58,F,NOUN
pugnax,pugnax,0.12,F,NOUN
pugo,pugo,0.12,,ADJ
puig,puig,0.73,,PROPN
puigdemon,puigdemon,0.12,F,NOUN
puigdemont,"puigdemont, foothills",0.68,F,NOUN
puja,"pushing, bid",0.67,F,NOUN
pujanza,"vigor, strength",0.63,F,NOUN
pujar,"to push, bid, bid up",0.64,,VERB
pujol,pujol,0.12,,PROPN
pujé,"bid, i bid",0.12,,VERB
pule,"polishes, polish",0.12,,ADJ
pulga,flea,0.71,F,NOUN
pulgada,inch,0.67,F,NOUN
pulgar,thumb,0.84,M,NOUN
pulgarcito,"thumb, tom thumb, thumbnail",0.56,M,NOUN
pulgatorio,"pulgatorio, purgatory, pulgatory",0.58,,ADJ
pulido,"polishing, polished",0.85,,ADJ
pulimento,"polishing, polish",0.12,M,NOUN
pulirlo,polish it,0.12,,VERB
pulirse,polish,0.12,,VERB
pulitzer,pulitzer,0.63,,PROPN
pulla,"taunt, pulla, obscenity",0.46,F,NOUN
pulmon,"lung, pulmonary",0.12,,PROPN
pulmón,lung,0.81,M,NOUN
pulp,pulp,0.12,M,NOUN
pulsa,"click, to pluck, press",0.78,,PROPN
pulsación,"keystroke, pulsation, beat",0.46,F,NOUN
pulsado,"pressed, to pluck",0.71,,ADJ
pulsador,"push button, button",0.12,M,NOUN
pulsar,"click, to pluck, press",0.84,,VERB
pulsera,bracelet,0.81,F,NOUN
pulsión,"drive, pulse",0.12,F,NOUN
pulso,pulse,0.91,M,NOUN
pulsó,"clicked, pulse",0.56,,PROPN
pulsómetro,"pulsometer, heart rate monitor",0.12,M,NOUN
pululante,swarming,0.12,,ADV
pulular,"to mill around, swarm",0.46,,VERB
pulverizado,"pulverized, spraying",0.12,,ADJ
pulverizar,"grind up, spray, to atomize",0.46,,VERB
pum,"interjection, pum, bang, boom",0.76,,AUX
puma,"cougar, dagger, puma (brand), puma",0.76,F,NOUN
pumba,"pumba, pumbaa",0.12,F,NOUN
pump,"dagger, pump",0.56,,PROPN
pundarika,"pundarika, side effect",0.46,,PROPN
punible,punishable,0.56,M,NOUN
punilla,punilla,0.56,F,NOUN
punitivo,punitive,0.7,,ADJ
punkycolorsoficial,"punkycolorsoficial, punkycolorofficial",0.12,M,NOUN
puno,"fist, puno",0.95,,PROPN
punta,"during the rush hour, tip",0.98,F,NOUN
puntación,"score, punctuation",0.46,F,NOUN
puntaje,"score, point",0.87,M,NOUN
puntal,"prop, strut",0.12,F,NOUN
puntano,puntano,0.12,M,NOUN
puntapié,kick,0.83,M,NOUN
puntazo,"hoot, jab, tip",0.46,M,NOUN
puntera,"toe, toecap",0.67,F,NOUN
puntero,"succeeding address, sequence link, leading, pointer, sequence address",0.77,M,NOUN
puntería,"aiming, aim, sighting, what shot",0.79,F,NOUN
puntiaguda,pointed,0.74,F,NOUN
puntiagudo,"acuminated, pointed",0.79,M,NOUN
puntilla,lace,0.7,F,NOUN
puntillismo,pointillism,0.12,M,NOUN
puntillo,"tip, punctilio, con",0.46,F,NOUN
puntilloso,punctilious,0.12,,ADJ
puntito,dot,0.7,,ADV
punto,"dot, point, woven",1.0,M,NOUN
puntocom,"dotcom, dot com",0.76,M,NOUN
puntuaciòn,"score, punctuation",0.12,F,NOUN
puntuación,"score, punctuation",0.92,F,NOUN
puntuado,"scored, to grade, punctuated",0.56,,ADJ
puntualidad,"punctuality, puntuality",0.7,F,NOUN
puntualización,"factual correction., punctuation",0.77,F,NOUN
puntualizado,"pointed out, punctuated",0.12,,ADJ
puntualizar,"to state, point out, punctuate",0.67,,VERB
puntualizara,"will point out, punctuate",0.12,,PROPN
puntualmente,"promptly, punctually",0.79,,ADV
puntuan,"score, punctuate",0.12,M,NOUN
puntuar,"score, to grade, punctuate",0.75,,VERB
puntuarlo,"to grade, score it, rate it",0.56,,VERB
puntúe,"score, rate, to grade",0.56,M,NOUN
punzarlo,puncture it,0.12,,VERB
punzón,"punch, awl",0.12,F,NOUN
pupa,"pupa, cold sore",0.64,F,NOUN
pupila,pupil,0.67,F,NOUN
pupilo,ward,0.12,M,NOUN
pupita,pupita,0.12,F,NOUN
pupitre,"desk, pupitre (desk)",0.86,M,NOUN
pur,"pure, azure, pur",0.46,,PROPN
puramente,purely,0.93,,ADV
purdue,purdue,0.12,,PROPN
purdy,"purdy, dun",0.56,,DET
pureza,purity,0.9,F,NOUN
purga,"purgative, purge",0.73,F,NOUN
purgado,"purged, purging",0.12,,ADJ
purgar,"to purge, purge",0.56,,VERB
purgatorio,purgatory,0.88,,ADJ
puridad,"purity, strictly",0.56,F,NOUN
purificacion,purification,0.12,,PROPN
purificación,purification,0.89,F,NOUN
purificado,"purified, to purify",0.68,,ADJ
purificador,purifier,0.12,M,NOUN
purificadora,purifying,0.12,F,NOUN
purificar,"purify, to purify",0.77,,VERB
purificarlo,purify it,0.12,,VERB
purificarlos,"to be purified, purify them",0.46,,VERB
purificarse,"purify yourself, to be purified, purify",0.46,,VERB
purisadamasarati,purisadamasarati,0.12,,PROPN
purismo,purism,0.67,M,NOUN
purista,purist,0.56,F,NOUN
puritanismo,puritanism,0.63,M,NOUN
puritano,"puritanical, puritan",0.46,M,NOUN
puro,pure,0.98,,ADJ
purpurado,"purple, purpurado",0.12,,ADJ
purpurina,"glitter, purpurin, metallic powder",0.46,F,NOUN
purpúrea,purple,0.12,F,NOUN
purpúreo,purple,0.12,M,NOUN
purulento,purulent,0.12,M,NOUN
purín,"purgative, slurry",0.46,M,NOUN
purísimo,"most pure, purest",0.12,,ADJ
pus,pus,0.8,,ADV
pushdug,pushdug,0.12,,PROPN
pushner,pushner,0.12,,VERB
puskás,"puskas, puskás",0.12,,PROPN
put,"putt, put",0.63,,PROPN
puta,"whore, bitch, prostitute",0.93,F,NOUN
putada,"bummer, fucking",0.56,F,NOUN
putasgae,"whoresgae, putasgae",0.12,M,NOUN
putativo,putative,0.12,,ADJ
putear,whore,0.12,,VERB
puti,"whore, puti",0.12,,PROPN
putinesca,"putinesque, Putinesque",0.12,F,NOUN
putrefacción,"putrefaction, rot",0.63,F,NOUN
putrefacto,"putrid, rotten",0.12,,ADJ
puyana,"puyana, improvised musical dialogue",0.56,F,NOUN
puzle,puzzle,0.12,,VERB
puzo,"puzo, well, punched",0.63,F,NOUN
puzzle,puzzle,0.71,M,NOUN
pué,"can, i can",0.12,,INTJ
puéde,"can, may",0.12,,PROPN
pués,"then, well, for",0.78,,ADV
puñal,"dirk, dagger, gay",0.85,M,NOUN
puñalada,stab,0.75,F,NOUN
puñalá,stab,0.12,,PROPN
puñeta,"heck, fist",0.46,F,NOUN
puñetazo,punch,0.87,M,NOUN
puñetero,"bloody, fucking",0.82,,ADJ
puño,fist,0.91,M,NOUN
pv,pv,0.12,,PROPN
pvc,pvc,0.63,M,NOUN
pvp,"pvp, retail price",0.56,,PROPN
pwa,pwa,0.12,,PROPN
pwc,pwc,0.67,,DET
pwnear,pwnear,0.12,,VERB
pxhere,"pxhere, incredible",0.6,,PROPN
pyme,sme,0.85,F,NOUN
pyongyang,pyongyang,0.7,,PROPN
pyra,pyra,0.12,,PROPN
python,"employer, python",0.76,,PROPN
pz,"pz, pc",0.46,,PROPN
pá,"for, pá, dad",0.48,,INTJ
pábulo,"fuel, pabulum",0.46,M,NOUN
páez,"paez, páez",0.12,,VERB
pág,"p, 760 pp",0.46,,PROPN
págalo,pay it,0.12,M,NOUN
página,"Page, page",0.99,F,NOUN
páli,"páli, polyphonic, pale",0.46,,AUX
pálido,pale,0.95,,ADJ
pálpito,"hunch, pálpito",0.12,M,NOUN
pánico,panic,0.94,M,NOUN
pánini,"panini, stage fright",0.46,,PROPN
pár,"para, pair",0.12,,PROPN
párala,"stop it, for the",0.12,M,NOUN
páralos,"to stop, for the, stop them",0.46,,VERB
páramo,"paramo, high plateau, wasteland",0.87,M,NOUN
párate,"stop, to stop, stand up",0.56,F,NOUN
párpado,eyelid,0.7,M,NOUN
párrafo,paragraph,0.93,M,NOUN
párroco,"parish priest, pastor",0.63,M,NOUN
pársel,"parseltongue, parselt, Parseltongue, parsec",0.85,,VERB
pásate,"come over, visit, to come past",0.71,,SPACE
pátina,patina,0.12,F,NOUN
pávlov,"pavlov, Pavlov",0.64,,PROPN
pégalo,"stick it, paste it",0.12,,PROPN
pélalas,peel them,0.12,,VERB
pélets,pellets,0.12,,PROPN
pélope,"pélope, pelops",0.12,,PROPN
pélvico,pelvic,0.12,,ADJ
péndulo,pendulum,0.73,,PROPN
pérdida,loss,0.98,F,NOUN
pérdido,lost,0.12,,ADJ
pérez,"tooth fairy, perez, pérez",0.94,,PROPN
pérgamo,"pergamum, high plateau, pérgamo",0.46,M,NOUN
pérgola,pergola,0.12,,PROPN
pérsico,"Persian, persian, gulf",0.79,,ADJ
pésimo,"lousy, dreadful, appalling",0.81,,ADJ
pétalo,petal,0.12,M,NOUN
pétrea,"stony, stone",0.46,F,NOUN
pícaramente,mischievously,0.46,,ADV
pídelo,ask for it,0.12,M,NOUN
pídemelo,ask me,0.12,,PROPN
píe,"go to, foot",0.46,M,NOUN
píldora,pill,0.67,F,NOUN
píndaro,pindar,0.12,M,NOUN
píntate,paint yourself,0.12,M,NOUN
pío,"devout, skewbald, cheep, pio",0.85,,PROPN
pírrico,pyrrhic,0.12,,ADJ
pívot,"center, pivot",0.12,F,NOUN
pólitico,"political, policy",0.12,,ADJ
póliza,policy,0.56,F,NOUN
pólvora,gunpowder,0.73,F,NOUN
pómulo,"cheek, cheekbone",0.46,M,NOUN
póngalo,"put it on, to put",0.68,,ADJ
pónselo,put it on,0.12,,PRON
póntela,put it on,0.12,F,NOUN
póntico,pontic,0.12,,ADJ
pópuli,"populi, pópuli",0.12,,PROPN
pórtico,portico,0.8,,PROPN
póster,poster,0.67,M,NOUN
póstumamente,posthumously,0.12,,ADV
póstumo,"posthumously, posthumous",0.56,,PROPN
púa,"tine, spike",0.12,F,NOUN
púas,"spine, barbs, picks, barbed",0.77,M,NOUN
púbicamente,pubically,0.12,,ADV
públicamente,publicly,0.94,,ADV
público,public,0.99,,ADJ
púkel,"púkel, paper",0.63,,SPACE
púlpito,pulpit,0.67,M,NOUN
púrpura,"purple, purpura",0.9,F,NOUN
pāla,"spade, pāla, shovel",0.64,,PROPN
pālas,"pallas, pālas, spade",0.46,,VERB
pāli,"pāli, pali, polyphonic",0.81,F,NOUN
pāḷi,"cop, pāḷi",0.71,,PROPN
pŕoximo,"next, pŕoximo",0.12,,ADJ
přemlouvají,přemlouvají,0.12,,PROPN
přítelkyně,přítelkyně,0.12,F,NOUN
příšerného,"příšíšerného, příšerného",0.12,,PROPN
q,"q, 8, what, for queenie",0.97,,CCONJ
qadr,"qadr, confessor",0.46,,VERB
qar,qar,0.12,,ADJ
qatar,qatar,0.96,,VERB
qatarí,"qatar, Qatari, qatari",0.56,,PUNCT
qaue,"what, qaue",0.12,,PROPN
qayaliq,qayaliq,0.12,,ADJ
qb,qb,0.46,,INTJ
qe,"what, that",0.46,,PROPN
qesnor,qesnor,0.12,,ADJ
qeu,"pre-university year, what, that",0.67,,PROPN
